scorer,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000
8,139.8973846435547,210.28428649902344,0.9996725916862488,151.61302185058594,199.78546142578125,0.9990034699440002,140.29678344726562,196.18206787109375,0.9959102272987366,165.4875030517578,215.12635803222656,0.9998842477798462,157.85025024414062,224.77981567382812,0.9989740252494812,172.65399169921875,203.89801025390625,0.9985421895980835,187.98855590820312,220.01699829101562,0.9991305470466614,234.71511840820312,204.20938110351562,0.9945206642150879,131.5618896484375,158.25970458984375,0.9999910593032837,174.79371643066406,158.2480010986328,0.999888002872467,172.01974487304688,186.5063934326172,0.9970299005508423,131.24270629882812,190.199462890625,0.9939972162246704,229.91842651367188,77.99981689453125,0.9999919533729553,272.3492736816406,80.04629516601562,0.999984622001648,272.4921875,111.39515686035156,0.9999864101409912,227.9345703125,109.64000701904297,0.999981164932251,198.1341552734375,16.267723083496094,0.999571681022644,78.31515502929688,117.80461883544922,0.9989697337150574,204.2190704345703,235.09207153320312,0.9470065832138062,333.4252624511719,127.67552185058594,0.9980666637420654
9,139.84327697753906,210.02098083496094,0.9993998408317566,151.2884979248047,200.7047882080078,0.9977618455886841,140.179931640625,196.58010864257812,0.993425190448761,165.0409698486328,215.35202026367188,0.9998836517333984,157.59588623046875,225.06382751464844,0.9989030957221985,171.65208435058594,203.97804260253906,0.9984803795814514,189.61358642578125,219.7009735107422,0.9991331100463867,234.5806427001953,204.4103546142578,0.9946426153182983,131.30886840820312,158.19580078125,0.9999898076057434,174.83424377441406,158.1783905029297,0.9999013543128967,171.94778442382812,187.2957000732422,0.9977918267250061,130.55441284179688,190.57962036132812,0.9933109283447266,229.93605041503906,77.987548828125,0.999991774559021,272.2834777832031,79.994140625,0.999984860420227,272.4833068847656,111.36056518554688,0.9999867081642151,227.9336395263672,109.64947509765625,0.9999809265136719,197.78042602539062,16.37797737121582,0.9996110200881958,78.49890899658203,117.53581237792969,0.9988887310028076,203.67050170898438,235.15911865234375,0.9412099123001099,333.4723815917969,127.32118225097656,0.9979322552680969
10,141.87867736816406,209.3138885498047,0.9995226263999939,153.2184295654297,200.91000366210938,0.9986157417297363,144.90060424804688,195.06295776367188,0.9976929426193237,165.4601593017578,215.2178192138672,0.9998385310173035,159.5031280517578,225.6406707763672,0.9988221526145935,175.76394653320312,207.24246215820312,0.9990944862365723,188.8575439453125,222.05474853515625,0.9994374513626099,234.24215698242188,204.50401306152344,0.9941151142120361,131.3745880126953,158.01910400390625,0.9999938607215881,174.386962890625,157.12908935546875,0.9999709129333496,172.38204956054688,188.1313934326172,0.9989410042762756,130.9211883544922,189.5953369140625,0.997356116771698,229.91078186035156,77.9115219116211,0.999991774559021,272.27264404296875,79.98106384277344,0.9999848008155823,272.4674072265625,111.33824920654297,0.9999867081642151,227.916015625,109.63618469238281,0.9999814033508301,197.63710021972656,16.5037784576416,0.9996411204338074,78.34347534179688,117.48797607421875,0.9989092350006104,202.23318481445312,235.4292755126953,0.9213017821311951,333.5233154296875,127.33528137207031,0.9980105757713318
11,145.18527221679688,209.9464874267578,0.9994155168533325,153.01988220214844,202.72889709472656,0.9978992938995361,143.970703125,199.146484375,0.9971599578857422,167.69520568847656,215.06480407714844,0.9998335242271423,158.91253662109375,223.9269561767578,0.9993764758110046,177.04891967773438,207.87210083007812,0.9992945790290833,189.27821350097656,222.55616760253906,0.9997512698173523,234.84017944335938,204.27880859375,0.9945428371429443,131.72674560546875,157.5703125,0.9999938607215881,174.587646484375,157.04074096679688,0.9999725818634033,172.1604461669922,189.17913818359375,0.9992159605026245,131.71897888183594,189.21249389648438,0.9976605176925659,229.90365600585938,77.91715240478516,0.9999916553497314,272.1934814453125,79.96446990966797,0.9999845623970032,272.4523620605469,111.32270050048828,0.9999865889549255,227.91241455078125,109.6064682006836,0.9999812245368958,197.55108642578125,16.513399124145508,0.9996456503868103,78.44015502929688,117.413818359375,0.9989085793495178,202.89859008789062,235.36412048339844,0.8539696931838989,333.55572509765625,127.23973083496094,0.9979547262191772
12,147.9623260498047,213.00994873046875,0.9974790811538696,156.70387268066406,208.42161560058594,0.995088517665863,147.37965393066406,207.2491455078125,0.981222927570343,169.7849884033203,219.12135314941406,0.9999096393585205,162.55894470214844,227.5532989501953,0.9998127222061157,176.1071014404297,211.35105895996094,0.9994326829910278,190.7078857421875,225.1975555419922,0.9998464584350586,234.7418212890625,203.9633331298828,0.9934989213943481,132.0542449951172,156.03355407714844,0.999992311000824,174.68421936035156,156.39459228515625,0.9999876618385315,170.88461303710938,191.95367431640625,0.9997882843017578,129.51263427734375,189.12696838378906,0.9994790554046631,230.01817321777344,77.90408325195312,0.9999913573265076,272.2050476074219,79.97892761230469,0.9999838471412659,272.491943359375,111.2950439453125,0.9999856352806091,227.9639129638672,109.53614044189453,0.9999804496765137,197.57528686523438,16.5076847076416,0.9996365308761597,78.44822692871094,117.42808532714844,0.9989274144172668,202.20860290527344,235.6790008544922,0.7325100898742676,333.47491455078125,127.31941223144531,0.9980219602584839
13,147.9111785888672,212.9452362060547,0.9975549578666687,156.651611328125,208.3275909423828,0.9952169060707092,147.300048828125,207.16738891601562,0.9810464382171631,169.6781463623047,219.1930694580078,0.9999157786369324,162.43927001953125,227.640869140625,0.9998190402984619,175.9813232421875,211.38265991210938,0.9994460344314575,190.8830108642578,225.343505859375,0.999847948551178,234.76121520996094,204.01504516601562,0.9936103820800781,132.12562561035156,156.0715789794922,0.9999922513961792,174.65481567382812,156.5310516357422,0.9999856352806091,170.9601593017578,191.76980590820312,0.9997988343238831,129.5650634765625,189.08676147460938,0.9994723200798035,230.06402587890625,77.93123626708984,0.9999914169311523,272.1725769042969,80.01470947265625,0.9999830722808838,272.4478454589844,111.32542419433594,0.9999848008155823,228.04345703125,109.50296783447266,0.9999805092811584,197.7129669189453,16.539155960083008,0.9996438026428223,78.37257385253906,117.37744140625,0.9989627003669739,202.03025817871094,235.6771240234375,0.716224193572998,333.4215087890625,127.5118179321289,0.9980237483978271
14,148.10011291503906,213.74899291992188,0.997860848903656,160.74295043945312,210.02146911621094,0.9987229704856873,149.6288604736328,206.87164306640625,0.9966490864753723,171.73312377929688,222.21200561523438,0.9995514154434204,163.07530212402344,229.27098083496094,0.9989535808563232,179.6842803955078,213.795166015625,0.9998601078987122,191.88417053222656,225.86778259277344,0.9987125992774963,233.83653259277344,203.87985229492188,0.9908492565155029,132.0948944091797,155.95484924316406,0.9999920725822449,174.32601928710938,156.51116943359375,0.9999859929084778,170.96026611328125,193.0766143798828,0.999677300453186,130.0205078125,188.4073944091797,0.9995178580284119,230.1252899169922,77.9664306640625,0.9999914765357971,272.20672607421875,80.04154205322266,0.9999833703041077,272.49346923828125,111.32987976074219,0.999984860420227,228.09561157226562,109.57786560058594,0.9999803900718689,197.95523071289062,16.512048721313477,0.9996194243431091,78.41016387939453,117.8689193725586,0.9989186525344849,202.5492401123047,235.59182739257812,0.809611439704895,333.3172302246094,127.66613006591797,0.9980608820915222
15,151.29522705078125,217.6669464111328,0.9993368983268738,169.43386840820312,208.8673095703125,0.999661922454834,154.06398010253906,205.33255004882812,0.9988459348678589,171.9152374267578,224.79054260253906,0.9978926777839661,162.19908142089844,229.9107208251953,0.9726269245147705,183.10006713867188,215.99588012695312,0.999445915222168,191.55162048339844,227.6924591064453,0.9583522081375122,232.0486602783203,204.44082641601562,0.9877594709396362,132.1160888671875,155.9359893798828,0.9999908804893494,174.28512573242188,156.71270751953125,0.9999872446060181,171.4098663330078,192.99620056152344,0.9977843761444092,129.76663208007812,187.44398498535156,0.9993947148323059,230.10723876953125,77.94186401367188,0.9999915957450867,272.2309875488281,80.0712890625,0.9999829530715942,272.5042724609375,111.30200958251953,0.9999850988388062,228.09974670410156,109.50171661376953,0.9999806880950928,198.1151123046875,16.55452537536621,0.9996190071105957,78.38658142089844,117.79839324951172,0.9989362359046936,201.57662963867188,235.559814453125,0.8134989738464355,333.4499816894531,127.47771453857422,0.9979676008224487
16,149.4188690185547,212.92381286621094,0.9995197653770447,167.04103088378906,208.34432983398438,0.9997958540916443,155.46780395507812,201.7755584716797,0.9955615997314453,173.23345947265625,221.69406127929688,0.9995895028114319,162.99615478515625,229.92300415039062,0.9986844658851624,182.160888671875,212.53489685058594,0.9998797178268433,193.88980102539062,225.863037109375,0.9992089867591858,235.36392211914062,203.51266479492188,0.9925819039344788,131.94163513183594,156.94320678710938,0.9999924898147583,173.43092346191406,157.96446228027344,0.9999644756317139,171.10641479492188,190.006591796875,0.9964655041694641,129.84889221191406,187.23651123046875,0.9994361400604248,229.7435302734375,78.08272552490234,0.9999911189079285,271.7846374511719,80.11860656738281,0.9999839067459106,272.0677490234375,110.25178527832031,0.9999899864196777,227.74520874023438,109.77128601074219,0.9999851584434509,198.3904266357422,16.787202835083008,0.9995905756950378,78.42732238769531,117.01329803466797,0.9989174008369446,199.2436981201172,236.18113708496094,0.8357927799224854,332.5563659667969,126.31324005126953,0.9976643919944763
17,152.62733459472656,211.98008728027344,0.9994837045669556,170.67198181152344,207.13272094726562,0.9978095293045044,161.63160705566406,202.0911102294922,0.9978734254837036,174.1064453125,222.24349975585938,0.9997490048408508,160.2677764892578,227.70111083984375,0.9997636079788208,183.87640380859375,213.489501953125,0.9999123811721802,193.7028350830078,226.10662841796875,0.9992466568946838,236.00027465820312,204.03346252441406,0.9916338920593262,131.94418334960938,156.873046875,0.9999932646751404,174.03213500976562,157.79026794433594,0.9999717473983765,171.30410766601562,192.62413024902344,0.9987398982048035,129.42005920410156,188.35733032226562,0.9996110796928406,229.78135681152344,78.29473876953125,0.9999911785125732,271.8208923339844,80.15350341796875,0.9999819397926331,271.8904724121094,111.2023696899414,0.9999880194664001,227.8624725341797,109.72137451171875,0.9999851584434509,198.61219787597656,16.766891479492188,0.9995577335357666,78.5430908203125,117.00218963623047,0.998887836933136,200.74583435058594,236.22203063964844,0.8948383927345276,332.4252014160156,126.63719940185547,0.9976409673690796
18,155.6670684814453,210.77882385253906,0.998767614364624,172.6106719970703,208.12860107421875,0.9944918751716614,164.88526916503906,202.60841369628906,0.9979018568992615,174.21133422851562,221.88487243652344,0.9997900128364563,160.37933349609375,226.86688232421875,0.999874472618103,184.3589630126953,214.40589904785156,0.9999125599861145,191.98309326171875,226.09764099121094,0.9993361830711365,235.5644073486328,204.43991088867188,0.9914166927337646,131.8235626220703,156.84310913085938,0.9999931454658508,174.4489288330078,157.70118713378906,0.9999715685844421,171.33494567871094,193.56655883789062,0.9992433786392212,128.97991943359375,188.71165466308594,0.9996963739395142,229.7473907470703,78.28229522705078,0.9999912977218628,271.825927734375,80.14080047607422,0.9999823570251465,271.8822326660156,111.20986938476562,0.9999880194664001,227.86790466308594,109.75121307373047,0.9999851584434509,198.49368286132812,16.779165267944336,0.9995907545089722,78.51591491699219,116.99795532226562,0.9989250302314758,201.05718994140625,236.16659545898438,0.8930615782737732,332.42333984375,126.67083740234375,0.9976334571838379
19,153.15478515625,213.0960693359375,0.9994173645973206,174.73854064941406,211.48818969726562,0.9998171925544739,164.9181671142578,202.5696258544922,0.9998234510421753,173.81752014160156,226.32302856445312,0.9993388056755066,160.77163696289062,229.25082397460938,0.9988112449645996,185.77137756347656,217.9801483154297,0.9994524121284485,192.42657470703125,226.55934143066406,0.9979509115219116,235.0640869140625,204.58778381347656,0.9936409592628479,131.5874481201172,157.24237060546875,0.9999924898147583,174.45989990234375,158.12255859375,0.9999771118164062,170.83148193359375,192.4055633544922,0.9957568645477295,128.88096618652344,187.77276611328125,0.9995735883712769,229.7765655517578,78.31150817871094,0.9999911189079285,271.84490966796875,80.17283630371094,0.9999827146530151,271.8695983886719,111.2218017578125,0.999987781047821,227.900146484375,109.7358627319336,0.9999845027923584,198.85479736328125,16.541898727416992,0.9995421171188354,78.57170104980469,116.88384246826172,0.9989102482795715,205.16378784179688,235.7453155517578,0.8150887489318848,333.1225280761719,127.56803894042969,0.9976412653923035
