scorer,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000,DLC_mobnet_100_OLM.140223Feb14shuffle1_200000
bodyparts,earleft,earleft,earleft,earright,earright,earright,nose,nose,nose,center,center,center,lateralleft,lateralleft,lateralleft,lateralright,lateralright,lateralright,tailbase,tailbase,tailbase,tailend,tailend,tailend,oa1,oa1,oa1,oa2,oa2,oa2,oa3,oa3,oa3,oa4,oa4,oa4,ob1,ob1,ob1,ob2,ob2,ob2,ob3,ob3,ob3,ob4,ob4,ob4,top,top,top,right,right,right,down,down,down,left,left,left
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,140.38951110839844,213.1787872314453,0.9959573149681091,144.85243225097656,202.16525268554688,0.9883008599281311,132.91937255859375,203.95455932617188,0.9805193543434143,163.760986328125,213.65042114257812,0.9999451041221619,158.37686157226562,221.38314819335938,0.998960554599762,166.35812377929688,201.2301025390625,0.9945743680000305,190.20669555664062,216.2232666015625,0.9994431734085083,233.77210998535156,203.3679656982422,0.9913291335105896,131.91659545898438,156.66091918945312,0.9999839067459106,174.95181274414062,156.665283203125,0.999984085559845,171.46212768554688,189.2921600341797,0.9992826581001282,130.1511688232422,188.7801971435547,0.9969125986099243,230.03652954101562,78.10704040527344,0.9999911785125732,272.1150817871094,79.87345123291016,0.9999804496765137,272.2585754394531,111.28963470458984,0.9999756217002869,227.8511962890625,109.23991394042969,0.9999800324440002,197.88755798339844,16.685699462890625,0.9996696710586548,78.45316314697266,117.53482055664062,0.9988266229629517,209.4503631591797,235.08665466308594,0.9695037007331848,333.4622802734375,127.39517974853516,0.9978107810020447
1,141.4169921875,211.84173583984375,0.9996285438537598,150.15020751953125,201.1747283935547,0.9993820786476135,138.87680053710938,200.4783477783203,0.989453136920929,165.08860778808594,213.90994262695312,0.9999241232872009,159.50006103515625,223.54705810546875,0.9985836744308472,170.1513671875,203.75323486328125,0.9971758127212524,188.05740356445312,218.3684539794922,0.9989346861839294,233.57008361816406,203.75047302246094,0.9918858408927917,131.934814453125,157.39125061035156,0.9999896883964539,174.667236328125,157.7222442626953,0.9999286532402039,171.75233459472656,187.7277069091797,0.9978250861167908,131.3350830078125,189.6766815185547,0.9976350665092468,230.00802612304688,77.9814453125,0.9999912977218628,272.2145080566406,79.9229736328125,0.9999806880950928,272.2914123535156,111.27303314208984,0.9999775886535645,227.8194122314453,109.26016235351562,0.9999805092811584,197.8516082763672,16.467941284179688,0.9996593594551086,78.47251892089844,117.69686126708984,0.9988900423049927,207.5629425048828,235.35189819335938,0.951416552066803,333.5079345703125,127.57488250732422,0.9979380369186401
2,141.3682861328125,208.0107421875,0.9994984269142151,151.99647521972656,199.97061157226562,0.998312771320343,142.10597229003906,197.2989501953125,0.9939241409301758,164.46185302734375,214.51254272460938,0.9999345541000366,156.41993713378906,222.6552734375,0.9991964101791382,170.76254272460938,204.3316192626953,0.9982351660728455,187.07823181152344,218.96119689941406,0.9991515278816223,233.4071807861328,204.30650329589844,0.992330014705658,131.66763305664062,156.837890625,0.9999951720237732,174.52468872070312,156.45895385742188,0.9999814033508301,172.3064727783203,188.42950439453125,0.9990490674972534,130.92950439453125,190.03001403808594,0.9972630143165588,230.02777099609375,78.0299072265625,0.9999911785125732,272.2166748046875,79.94751739501953,0.9999807476997375,272.31109619140625,111.26282501220703,0.9999779462814331,227.8351593017578,109.29032897949219,0.999980628490448,197.75892639160156,16.504484176635742,0.9996703267097473,78.4704360961914,117.7640609741211,0.9989021420478821,204.11065673828125,234.7172393798828,0.9341705441474915,333.4525451660156,127.63114929199219,0.9979876279830933
3,141.49862670898438,208.6317596435547,0.9996885657310486,153.74169921875,199.96925354003906,0.9993149042129517,144.06590270996094,195.3910675048828,0.9980942606925964,165.06370544433594,215.0810089111328,0.9998955130577087,156.74896240234375,223.3114776611328,0.9985535144805908,172.59439086914062,205.0654754638672,0.9986522793769836,186.66871643066406,219.17991638183594,0.9990922808647156,233.2608642578125,204.47903442382812,0.9929125905036926,131.7553253173828,157.1197509765625,0.9999954104423523,174.24765014648438,156.51663208007812,0.9999767541885376,171.93148803710938,189.31002807617188,0.9987188577651978,131.6181182861328,189.22723388671875,0.9976906776428223,229.94137573242188,77.9087905883789,0.9999915361404419,272.20928955078125,79.88483428955078,0.9999827742576599,272.33880615234375,111.16413879394531,0.9999818205833435,227.7876434326172,109.365234375,0.9999819993972778,198.0338897705078,16.545520782470703,0.9996161460876465,78.34838104248047,117.92780303955078,0.998893141746521,203.9428253173828,235.0457763671875,0.9338062405586243,333.48126220703125,127.37303161621094,0.9979583621025085
4,141.29295349121094,208.47372436523438,0.9996260404586792,153.3163604736328,200.11236572265625,0.9988430738449097,144.17591857910156,195.77822875976562,0.9975094795227051,165.1456756591797,215.2128143310547,0.9998971819877625,156.9464874267578,223.35552978515625,0.9987261295318604,172.3693389892578,204.9751434326172,0.9986814856529236,187.04605102539062,219.059814453125,0.9991163611412048,233.3328094482422,204.42759704589844,0.9927615523338318,131.6586151123047,156.88536071777344,0.9999958276748657,174.26145935058594,156.30575561523438,0.9999814629554749,171.92051696777344,187.24339294433594,0.999089777469635,131.3004150390625,189.99656677246094,0.9969558119773865,229.93795776367188,77.93598175048828,0.9999913573265076,272.181396484375,79.8547592163086,0.999982476234436,272.33660888671875,111.14237976074219,0.9999818205833435,227.78753662109375,109.36312866210938,0.9999819397926331,197.8448486328125,16.54767417907715,0.9996387958526611,78.34420013427734,118.10133361816406,0.9988849759101868,204.4546356201172,234.9154510498047,0.9261249899864197,333.55474853515625,127.3541030883789,0.9980347156524658
5,141.52935791015625,208.26409912109375,0.999588131904602,153.1160430908203,200.13946533203125,0.9986339807510376,144.2643585205078,195.95489501953125,0.9972101449966431,165.1466827392578,215.2307586669922,0.9999077320098877,156.80108642578125,223.1697540283203,0.9989045858383179,172.33543395996094,204.9513702392578,0.9986682534217834,187.1305694580078,219.1965789794922,0.9991298317909241,233.02691650390625,204.45494079589844,0.9923689961433411,131.6807861328125,156.76951599121094,0.9999957084655762,174.34207153320312,156.29188537597656,0.9999814629554749,171.8953399658203,187.25791931152344,0.9991545081138611,131.1761016845703,190.24917602539062,0.9966830015182495,229.92538452148438,77.98394775390625,0.9999913573265076,272.2035217285156,79.88932037353516,0.9999825954437256,272.3667907714844,111.1299819946289,0.9999822974205017,227.79388427734375,109.36605834960938,0.9999817609786987,197.67092895507812,16.513586044311523,0.9996563196182251,78.33821105957031,117.8358154296875,0.9988584518432617,204.3912353515625,234.90016174316406,0.9251378774642944,333.5504150390625,127.38220977783203,0.9979948401451111
6,141.5478515625,208.25189208984375,0.9995641112327576,152.92916870117188,200.10159301757812,0.9985781311988831,144.1066131591797,196.0619354248047,0.9969047904014587,165.17039489746094,215.23663330078125,0.9999113082885742,156.8486785888672,223.1519012451172,0.9989878535270691,172.27561950683594,204.9007568359375,0.9986848831176758,187.2666473388672,219.30715942382812,0.9991456270217896,232.90167236328125,204.48646545410156,0.9921809434890747,131.69432067871094,156.74998474121094,0.9999956488609314,174.3384552001953,156.27685546875,0.999981701374054,171.8682403564453,187.2572021484375,0.9991703033447266,131.24179077148438,190.3389434814453,0.9966809749603271,229.86354064941406,77.98931121826172,0.9999915957450867,272.21954345703125,79.93981170654297,0.9999827146530151,272.3932800292969,111.1611099243164,0.9999825358390808,227.76174926757812,109.39300537109375,0.9999820590019226,197.56201171875,16.463314056396484,0.9996592998504639,78.33143615722656,118.02848815917969,0.9988555312156677,204.4141082763672,234.8996124267578,0.923753023147583,333.3988342285156,127.56231689453125,0.9980337023735046
7,140.7091522216797,210.37281799316406,0.9997268915176392,152.20640563964844,200.2086639404297,0.9989992380142212,139.85304260253906,197.07186889648438,0.9976258277893066,164.98736572265625,214.13449096679688,0.9998480081558228,158.8883819580078,224.49954223632812,0.9981512427330017,172.0571746826172,204.587158203125,0.9979912042617798,187.27667236328125,218.67471313476562,0.9990720748901367,232.16490173339844,204.51730346679688,0.9916077256202698,131.55259704589844,157.57427978515625,0.9999931454658508,173.27606201171875,157.64151000976562,0.9999247789382935,171.70736694335938,188.44100952148438,0.9987189173698425,131.56532287597656,189.13966369628906,0.9971585273742676,229.7866973876953,77.89472961425781,0.9999914765357971,272.2226257324219,79.8153076171875,0.9999858736991882,272.45794677734375,111.1859359741211,0.9999863505363464,227.79092407226562,109.44680786132812,0.999981701374054,197.2327117919922,16.31135368347168,0.9996348023414612,78.5050048828125,117.07877349853516,0.9989010691642761,204.76058959960938,235.0127716064453,0.9110742807388306,333.4681396484375,127.1717300415039,0.997938871383667
